"BOROUGH","NEIGHBORHOOD","BUILDING CLASS CATEGORY","TAX CLASS AS OF FINAL ROLL","BLOCK","LOT","EASE-MENT","BUILDING CLASS AS OF FINAL ROLL","ADDRESS","APARTMENT NUMBER","ZIP CODE","RESIDENTIAL UNITS","COMMERCIAL UNITS","TOTAL UNITS","LAND SQUARE FEET","GROSS SQUARE FEET","YEAR BUILT","TAX CLASS AT TIME OF SALE","BUILDING CLASS AT TIME OF SALE","SALE PRICE","SALE DATE","Latitude","Longitude","Community Board","Council District","BIN","BBL","Census Tract 2020","Neighborhood Tabulation Area (NTA) (2020)"
"5","SILVER LAKE","02  TWO FAMILY DWELLINGS","1","120","23",,"B2","23 DUER LANE",,"10301","2","0","2","3,240","2,289","1930","1","B2","$525,000","01/05/2016","40.631929","-74.089997","501","49","5002854","5001200023","75","SI0104"
"5","TODT HILL","01  ONE FAMILY DWELLINGS","1","688","25",,"A3","15 DENOBLE LANE",,"10301","1","0","1","13,213","7,396","1990","1","A3","$1,600,000","01/05/2016","40.603853","-74.111434","502","50","5017172","5006880025","17701","SI0203"
"5","TOMPKINSVILLE","01  ONE FAMILY DWELLINGS","1","571","192",,"A2","71 NIXON AVENUE",,"10304","1","0","1","8,704","1,134","1955","1","A2","$600,000","01/05/2016","40.631747","-74.080886","501","49","5014642","5005710192","17","SI0102"
"5","TOTTENVILLE","01  ONE FAMILY DWELLINGS","1","8029","5",,"A2","122 BUTLER AVENUE",,"10307","1","0","1","3,450","1,040","1920","1","A2","$375,000","01/05/2016","40.51135","-74.25065","503","51","5088935","5080290005","248","SI0305"
"5","WEST NEW BRIGHTON","01  ONE FAMILY DWELLINGS","1","222","50",,"A1","614 CARY AVENUE",,"10310","1","0","1","5,616","1,360","1920","1","A1","$390,000","01/05/2016","40.632029","-74.122167","501","49","5006002","5002220050","125","SI0104"
"5","WEST NEW BRIGHTON","21  OFFICE BUILDINGS","4","238","1",,"M2","864 POST AVENUE",,"10310","0","1","1","8,404","4,178","1990","4","O2","$875,000","01/05/2016","40.630944","-74.129788","501","49","5006406","5002380001","141","SI0106"
"5","WILLOWBROOK","01  ONE FAMILY DWELLINGS","1","1982","47",,"A5","59 BOONE STREET",,"10314","1","0","1","2,700","936","1960","1","A5","$475,000","01/05/2016","40.601504","-74.139141","502","50","5034287","5019820047","27302","SI0203"
"5","WILLOWBROOK","02  TWO FAMILY DWELLINGS","1","1971","21",,"B9","34 RUPERT AVENUE",,"10314","2","0","2","1,920","2,685","1985","1","B9","$490,000","01/05/2016","40.598184","-74.132987","502","50","5033908","5019710021","27302","SI0203"
"5","WOODROW","02  TWO FAMILY DWELLINGS","1","6924","10",,"B2","587 RAMONA AVENUE",,"10309","2","0","2","5,000","4,018","2006","1","B2","$935,000","01/05/2016","40.536322","-74.20569","503","51","5148508","5069240008","20803","SI0304"
"1","CHELSEA","13  CONDOS - ELEVATOR APARTMENTS","2","795","1044",,"R4","121 WEST 19TH STREET","8C","10011","1","0","1","0","0","0","2","R4","$1,100,000","01/06/2016","40.740803","-73.995421","104","3","1087260","1007957501","87","MN0401"
"1","CHINATOWN","13  CONDOS - ELEVATOR APARTMENTS","2","293","1005",,"R4","18 ELDRIDGE STREET","3A","10002","1","0","1","0","0","2007","2","R4","$645,000","01/06/2016","40.714906","-73.993622","103","1","1087758","1002937501","16","MN0301"
"1","CLINTON","09  COOPS - WALKUP APARTMENTS","2","1065","33",,"C6","855 NINTH AVENUE, 1A",,"10019","0","0","0","0","0","1901","2","C6","$428,000","01/06/2016","40.76702","-73.986376","104","3","1026847","1010650033","139","MN0402"
"1","CLINTON","13  CONDOS - ELEVATOR APARTMENTS","2","1090","1081",,"R4","635 WEST 42ND   STREET","37B","10036","1","0","1","0","0","2005","2","R4","$1,685,000","01/06/2016","40.761463","-73.999816","104","3","1087539","1010907501","12901","MN0402"
"1","EAST VILLAGE","09  COOPS - WALKUP APARTMENTS","2","459","46",,"C6","7 E 3RD",,"10003","0","0","0","0","0","1920","2","C6","$460,000","01/06/2016",,,,,,,,
"1","FLATIRON","13  CONDOS - ELEVATOR APARTMENTS","2","816","1003",,"R4","22 WEST 15TH   STREET","5A","10011","1","0","1","0","0","0","2","R4","$970,000","01/06/2016","40.737141","-73.994212","105","3","1015294","1008167501","54","MN0501"
"1","GREENWICH VILLAGE-CENTRAL","10  COOPS - ELEVATOR APARTMENTS","2","551","1",,"D4","2 5TH AVENUE, 6K",,"10011","0","0","0","0","0","1952","2","D4","$1,661,761","01/06/2016","40.731921","-73.996608","102","1","1008850","1005510001","63","MN0202"
"1","GREENWICH VILLAGE-CENTRAL","10  COOPS - ELEVATOR APARTMENTS","2","555","28",,"D4","30 3 AVENUE, 20D",,"10003","0","0","0","0","0","1965","2","D4","$1,795,000","01/06/2016","40.730263","-73.989381","103","2","1008962","1005550028","42","MN0303"
"1","GREENWICH VILLAGE-CENTRAL","10  COOPS - ELEVATOR APARTMENTS","2","566","1",,"D4","11 5 AVENUE, 8V",,"10003","0","0","0","0","0","1955","2","D4","$1,300,000","01/06/2016","40.732407","-73.996226","102","2","1009222","1005660001","59","MN0202"
"1","GREENWICH VILLAGE-CENTRAL","10  COOPS - ELEVATOR APARTMENTS","2","568","24",,"D4","21 EAST 10TH STREET, 7E",,"10003","0","0","0","0","0","1926","2","D4","$2,100,000","01/06/2016","40.732843","-73.994061","102","2","1009265","1005680024","61","MN0202"
"1","GREENWICH VILLAGE-CENTRAL","10  COOPS - ELEVATOR APARTMENTS","2","576","1",,"D4","79 WEST 12TH STREET, 3A",,"10011","0","0","0","0","0","1960","2","D4","$1,600,000","01/06/2016","40.735868","-73.997391","102","3","1009609","1005760001","63","MN0202"
"1","GREENWICH VILLAGE-CENTRAL","13  CONDOS - ELEVATOR APARTMENTS",,"539","1107",,,"209 SULLIVAN STREET",,"0","0","0","0","0","0","0","2","R4","$3,344,951","01/06/2016","40.729212","-74.000072","102","1","1089865","1005397501","65","MN0202"
"1","GREENWICH VILLAGE-CENTRAL","17  CONDO COOPS","2","548","1003",,"R9","60 EAST 8TH   STREET, 6H",,"10003","0","0","0","0","0","1965","2","R9","$780,000","01/06/2016","40.730886","-73.99313","102","1","1080855","1005487501","57","MN0202"
"1","GREENWICH VILLAGE-WEST","10  COOPS - ELEVATOR APARTMENTS","2","609","47",,"D4","105 WEST 13TH STREET, 11B",,"10011","0","0","0","0","0","1961","2","D4","$550,000","01/06/2016","40.736889","-73.997842","102","3","1010653","1006090047","71","MN0203"
"1","GREENWICH VILLAGE-WEST","13  CONDOS - ELEVATOR APARTMENTS","2","636","1267",,"R4","150 CHARLES STREET","7BN","10014","1","0","1","0","0","1938","2","R4","$13,172,500","01/06/2016","40.734034","-74.008811","102","3","1089743","1006367503","75","MN0203"
"1","HARLEM-UPPER","10  COOPS - ELEVATOR APARTMENTS","2","2067","47",,"D4","402 WEST 153RD, 6W",,"10031","0","0","0","0","0","1920","2","D4","$975,250","01/06/2016",,,,,,,,
"1","HARLEM-WEST","22  STORE BUILDINGS","4","1966","107",,"K1","1355 AMSTERDAM AVENUE",,"10027","0","1","1","1,232","1,245","1992","4","K1","$550,000","01/06/2016","40.813975","-73.955818","109","7","1059560","1019660107","20901","MN0901"
"1","LITTLE ITALY","09  COOPS - WALKUP APARTMENTS","2C","495","29",,"C6","243 MULBERRY STREET, 4L",,"10012","0","0","0","0","0","1880","2","C6","$390,000","01/06/2016","40.722871","-73.995912","102","1","1077177","1004950029","43","MN0201"
"1","LITTLE ITALY","43  CONDO OFFICE BUILDINGS","4","508","1005",,"RB","259 ELIZABETH STREET","PROFC","10012","0","0","1","0","0","0","4","RB","$0","01/06/2016","40.723645","-73.993787","102","1","1075966","1005087501","43","MN0201"
"1","MIDTOWN CBD","13  CONDOS - ELEVATOR APARTMENTS","2","1292","1386",,"R4","432 PARK AVENUE","50C","10022","1","0","1","0","0","2012","2","R4","$18,926,920","01/06/2016","40.761042","-73.971176","105","4","1088817","1012927502","11202","MN0502"
"1","MIDTOWN EAST","10  COOPS - ELEVATOR APARTMENTS","2","1350","14",,"D4","333 EAST 57TH STREET, 10A",,"10022","0","0","0","0","0","1928","2","D4","$3,500,000","01/06/2016","40.758775","-73.964005","106","5","1040001","1013500014","10802","MN0604"
"1","MIDTOWN EAST","10  COOPS - ELEVATOR APARTMENTS","2","1369","12",,"D4","435 EAST 57TH   STREET, 5B",,"10022","0","0","0","0","0","1927","2","D4","$1,200,000","01/06/2016","40.757946","-73.962034","106","5","1040539","1013690012","10601","MN0604"
"1","MIDTOWN WEST","10  COOPS - ELEVATOR APARTMENTS","2","1009","29",,"D4","100 WEST 57TH STREET, 6E/6F",,"10019","0","0","0","0","0","1962","2","D4","$1,195,000","01/06/2016","40.764428","-73.97747","105","4","1023456","1010090029","137","MN0502"
"1","MIDTOWN WEST","10  COOPS - ELEVATOR APARTMENTS","2","1049","1",,"D4","30 WEST 60TH STREET, 7M",,"10019","0","0","0","0","0","1957","2","D4","$1,800,000","01/06/2016","40.769267","-73.982963","104","3","1082935","1010490001","145","MN0701"
"1","MIDTOWN WEST","13  CONDOS - ELEVATOR APARTMENTS","2","1011","5059",,"R4","116 CENTRAL PARK SOUTH","10A","10019","1","0","1","0","0","1950","2","R4","$200,000","01/06/2016","40.765978","-73.976972","105","4","1076843","1010117503","137","MN0502"
"1","MIDTOWN WEST","13  CONDOS - ELEVATOR APARTMENTS","2","1044","1001",,"R4","301 WEST 53RD   STREET","2A","10019","1","0","1","0","0","1979","2","R4","$1,585,048","01/06/2016","40.764357","-73.985156","104","3","1025400","1010447501","133","MN0402"
"1","MIDTOWN WEST","17  CONDO COOPS","2","1011","6003",,"R9","135 WEST 58TH, 7C",,"10019","0","0","0","0","0","0","2","R9","$735,000","01/06/2016",,,,,,,,
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1302",,"RH","1335 AVENUE OF THE AMER","TIMES","10019","0","0","1","0","0","1963","4","RH","$12,700","01/06/2016","40.762218","-73.978742","105","4","1023163","1010067502","131","MN0502"
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1302",,"RH","1335 AVENUE OF THE AMER","TIMES","10019","0","0","1","0","0","1963","4","RH","$18,000","01/06/2016","40.762218","-73.978742","105","4","1023163","1010067502","131","MN0502"
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1302",,"RH","1335 AVENUE OF THE AMER","TIMES","10019","0","0","1","0","0","1963","4","RH","$23,000","01/06/2016","40.762218","-73.978742","105","4","1023163","1010067502","131","MN0502"
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1302",,"RH","1335 AVENUE OF THE AMER","TIMES","10019","0","0","1","0","0","1963","4","RH","$34,000","01/06/2016","40.762218","-73.978742","105","4","1023163","1010067502","131","MN0502"
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1302",,"RH","1335 AVENUE OF THE AMER","TIMES","10019","0","0","1","0","0","1963","4","RH","$12,700","01/06/2016","40.762218","-73.978742","105","4","1023163","1010067502","131","MN0502"
"1","MIDTOWN WEST","45  CONDO HOTELS","4","1006","1302",,"RH","1335 AVENUE OF THE AMER","TIMES","10019","0","0","1","0","0","1963","4","RH","$18,100","01/06/2016","40.762218","-73.978742","105","4","1023163","1010067502","131","MN0502"
"1","MURRAY HILL","10  COOPS - ELEVATOR APARTMENTS","2","885","1",,"D4","425 PARK AVENUE SOUTH, 20C",,"10016","0","0","0","0","0","1927","2","D4","$998,000","01/06/2016","40.744082","-73.983515","105","2","1018238","1008850001","72","MN0603"
"1","SOHO","09  COOPS - WALKUP APARTMENTS","2","518","32",,"C6","150 SULLIVAN STREET, 1/2",,"10012","0","0","0","0","0","1900","2","C6","$750,000","01/06/2016","40.727167","-74.001808","102","3","1008072","1005180032","49","MN0201"
"1","TRIBECA","13  CONDOS - ELEVATOR APARTMENTS","2","16","1866",,"R4","70 LITTLE WEST STREET","21B","10280","1","0","1","0","0","2006","2","R4","$2,373,834","01/06/2016","40.70706","-74.016519","101","1","1087842","1000167517","31704","MN0101"
"1","TRIBECA","13  CONDOS - ELEVATOR APARTMENTS","2","16","4342",,"R4","212 WARREN STREET","4L","10282","1","0","1","0","0","2000","2","R4","$3,843,893","01/06/2016","40.717524","-74.015469","101","1","1085929","1000167521","31703","MN0101"
"1","TRIBECA","13  CONDOS - ELEVATOR APARTMENTS","2","16","4429",,"R4","212 WARREN STREET","15E","10282","1","0","1","0","0","2000","2","R4","$3,253,308","01/06/2016","40.717524","-74.015469","101","1","1085929","1000167521","31703","MN0101"
"1","UPPER EAST SIDE (59-79)","07  RENTALS - WALKUP APARTMENTS","2B","1453","42",,"C4","322 EAST 79TH   STREET",,"10075","10","0","10","2,043","6,015","1910","2","C4","$4,500,000","01/06/2016","40.773023","-73.954332","108","5","1045263","1014530042","134","MN0801"
"1","UPPER EAST SIDE (59-79)","10  COOPS - ELEVATOR APARTMENTS","2","1402","6",,"D4","115 EAST 67TH STREET, 2A",,"10065","0","0","0","0","0","1931","2","D4","$2,195,000","01/06/2016","40.767559","-73.965278","108","4","1076298","1014020006","120","MN0802"
"1","UPPER EAST SIDE (59-79)","10  COOPS - ELEVATOR APARTMENTS","2","1443","11",,"D4","333 EAST 68TH STREET, 4D",,"10065","0","0","0","0","0","1928","2","D4","$1,435,000","01/06/2016","40.765869","-73.959333","108","5","1044754","1014430011","118","MN0801"
"1","UPPER EAST SIDE (59-79)","10  COOPS - ELEVATOR APARTMENTS","2","1447","19",,"D4","353 EAST 72ND STREET, 3A",,"10021","0","0","0","0","0","1975","2","D4","$0","01/06/2016","40.768212","-73.956945","108","5","1044882","1014470019","12601","MN0801"
"1","UPPER EAST SIDE (59-79)","10  COOPS - ELEVATOR APARTMENTS","2","1452","10",,"D4","325 EAST 77TH   STREET, 1J",,"10075","0","0","0","0","0","1940","2","D4","$940,000","01/06/2016","40.771708","-73.95525","108","5","1045203","1014520010","134","MN0801"
"1","UPPER EAST SIDE (59-79)","13  CONDOS - ELEVATOR APARTMENTS","2","1470","1118",,"R4","404 EAST 76TH   STREET","15A","10021","1","0","1","0","0","0","2","R4","$2,400,000","01/06/2016","40.770215","-73.953717","108","5","1081245","1014707501","13201","MN0801"
"1","UPPER EAST SIDE (59-79)","17  CONDO COOPS","2","1450","1002",,"R9","333 EAST 75TH STREET, 10C",,"10021","0","0","0","0","0","1961","2","R9","$445,000","01/06/2016","40.770383","-73.956041","108","5","1045146","1014507501","134","MN0801"
"1","UPPER EAST SIDE (79-96)","09  COOPS - WALKUP APARTMENTS","2","1555","18",,"C6","331 EAST 92ND STREET, 3C",,"10128","0","0","0","0","0","1920","2","C6","$310,000","01/06/2016","40.781331","-73.94809","108","5","1050254","1015550018","15402","MN0803"
"1","UPPER EAST SIDE (79-96)","10  COOPS - ELEVATOR APARTMENTS","2","1518","61",,"D4","114 EAST 90TH STREET, 2C",,"10128","0","0","0","0","0","1925","2","D4","$1,400,000","01/06/2016","40.782418","-73.954596","108","4","1048134","1015180061","14802","MN0802"
"1","UPPER EAST SIDE (79-96)","10  COOPS - ELEVATOR APARTMENTS","2","1555","23",,"D4","340 EAST 93RD STREET, 19C",,"10128","0","0","0","0","0","1980","2","D4","$565,000","01/06/2016","40.781501","-73.946592","108","5","1078668","1015550023","15402","MN0803"
"1","UPPER EAST SIDE (79-96)","10  COOPS - ELEVATOR APARTMENTS","2","1576","5",,"D4","505 EAST 79TH STREET, 1F",,"10075","0","0","0","0","0","1963","2","D4","$525,000","01/06/2016","40.77122","-73.950004","108","5","1050765","1015760005","13602","MN0803"
"1","UPPER EAST SIDE (79-96)","13  CONDOS - ELEVATOR APARTMENTS","2","1539","1414",,"R4","200 EAST 94TH   STREET","717","10128","1","0","1","0","0","1986","2","R4","$1,787,075","01/06/2016","40.783742","-73.949952","108","5","1048916","1015397502","15403","MN0803"
"1","UPPER EAST SIDE (79-96)","13  CONDOS - ELEVATOR APARTMENTS","2","1577","1201",,"R4","525 EAST 80TH   STREET","1A","10075","1","0","1","0","0","1981","2","R4","$2,520,000","01/06/2016","40.771752","-73.949152","108","5","1051044","1015777502","13602","MN0803"
"1","UPPER EAST SIDE (79-96)","13  CONDOS - ELEVATOR APARTMENTS","2","1577","1201",,"R4","525 EAST 80TH   STREET","1A","10075","1","0","1","0","0","1981","2","R4","$0","01/06/2016","40.771752","-73.949152","108","5","1051044","1015777502","13602","MN0803"
"1","UPPER WEST SIDE (59-79)","02  TWO FAMILY DWELLINGS","1","1186","76",,"B1","383 WEST END AVENUE",,"10024","2","0","2","1,118","2,400","1910","1","B1","$0","01/06/2016","40.783831","-73.981551","107","6","1031123","1011860076","167","MN0702"
"1","UPPER WEST SIDE (59-79)","10  COOPS - ELEVATOR APARTMENTS","2","1183","42",,"D4","322 WEST 72ND STREET, 12D",,"10023","0","0","0","0","0","1925","2","D4","$1,225,000","01/06/2016","40.780153","-73.985326","107","6","1030969","1011830042","159","MN0701"
"1","UPPER WEST SIDE (59-79)","12  CONDOS - WALKUP APARTMENTS","2","1128","1102",,"R2","40 WEST 76TH   STREET","UNIT2","10023","1","0","1","0","0","0","2","R2","$3,000,000","01/06/2016","40.779309","-73.975284","107","6","1028782","1011287502","161","MN0702"
"1","UPPER WEST SIDE (59-79)","12  CONDOS - WALKUP APARTMENTS","2","1128","1104",,"R2","40 WEST 76TH   STREET","UNT4A","10023","1","0","1","0","0","0","2","R2","$0","01/06/2016","40.779309","-73.975284","107","6","1028782","1011287502","161","MN0702"
"1","UPPER WEST SIDE (59-79)","12  CONDOS - WALKUP APARTMENTS","2","1128","1105",,"R2","40 WEST 76TH   STREET","UNT4B","10023","1","0","1","0","0","0","2","R2","$0","01/06/2016","40.779309","-73.975284","107","6","1028782","1011287502","161","MN0702"
"1","UPPER WEST SIDE (59-79)","13  CONDOS - ELEVATOR APARTMENTS","2","1168","1090",,"R4","205 WEST 76TH   STREET","7H","10023","1","0","1","0","0","2007","2","R4","$3,089,750","01/06/2016","40.781432","-73.980281","107","6","1087660","1011687501","163","MN0702"
"1","UPPER WEST SIDE (59-79)","13  CONDOS - ELEVATOR APARTMENTS","2","1171","2589",,"R4","50 RIVERSIDE BOULEVARD","19D","10069","1","0","1","0","0","2013","2","R4","$2,895,830","01/06/2016","40.774374","-73.991555","107","6","1089742","1011717509","15102","MN0701"
"1","UPPER WEST SIDE (59-79)","13  CONDOS - ELEVATOR APARTMENTS","2","1171","2631",,"R4","50 RIVERSIDE BOULEVARD","14H","10069","1","0","1","0","0","2013","2","R4","$2,708,545","01/06/2016","40.774374","-73.991555","107","6","1089742","1011717509","15102","MN0701"
"1","UPPER WEST SIDE (59-79)","17  CONDO COOPS","2","1158","1405",,"R9","170 WEST END AVENUE, 6G",,"10023","0","0","0","0","0","1965","2","R9","$460,000","01/06/2016","40.776775","-73.984565","107","6","1070721","1011587505","15501","MN0701"
"1","UPPER WEST SIDE (59-79)","17  CONDO COOPS","2","1179","1212",,"R9","185 WEST END AVENUE, 20S",,"10023","0","0","0","0","0","1962","2","R9","$625,000","01/06/2016","40.777722","-73.986012","107","6","1070754","1011797502","15502","MN0701"
"1","UPPER WEST SIDE (79-96)","10  COOPS - ELEVATOR APARTMENTS","2","1241","52",,"D4","250 WEST 94TH STREET, 2C",,"10025","0","0","0","0","0","1925","2","D4","$999,999","01/06/2016","40.793546","-73.973221","107","6","1033653","1012410052","179","MN0702"
"1","WASHINGTON HEIGHTS UPPER","10  COOPS - ELEVATOR APARTMENTS","2","2171","12",,"D4","14 BOGARDUS PLACE, 4U",,"10040","0","0","0","0","0","1951","2","D4","$280,000","01/06/2016","40.859013","-73.929427","112","10","1079916","1021710012","283","MN1202"
"2","BAYCHESTER","07  RENTALS - WALKUP APARTMENTS","2A","4731","8",,"C3","3410 WICKHAM AVENUE",,"10469","4","0","4","3,702","3,600","2014","2","C3","$0","01/06/2016","40.878052","-73.84194","212","12","2128369","2047310008","358","BX1202"
"2","BAYCHESTER","07  RENTALS - WALKUP APARTMENTS","2A","4731","17",,"C3","3402 WICKHAM AVENUE",,"10469","4","0","4","2,594","3,807","2014","2","C3","$0","01/06/2016","40.877909","-73.841868","212","12","2120049","2047310017","358","BX1202"
"2","BELMONT","29  COMMERCIAL GARAGES","4","3075","52",,"G6","2449 CAMBRELENG AVE",,"10458","0","0","0","2,300","0","0","4","G6","$0","01/06/2016","40.855881","-73.884272","206","15","2000000","2030750052","389","BX0603"
"2","BELMONT","29  COMMERCIAL GARAGES","4","3075","53",,"G6","N/A CAMBRELENG AVENUE",,"10458","0","0","0","2,400","0","1900","4","G6","$0","01/06/2016",,,,,,,,
"2","BELMONT","30  WAREHOUSES","4","3057","3",,"E1","4660 3 AVENUE",,"10458","0","1","1","15,638","15,615","1928","4","E1","$3,155,000","01/06/2016","40.857669","-73.891098","206","15","2011752","2030570003","387","BX0603"
"2","BRONXDALE","02  TWO FAMILY DWELLINGS","1","4622","8",,"B1","3318 BRONX BOULEVARD",,"10467","2","0","2","2,830","2,850","1930","1","B1","$0","01/06/2016","40.873857","-73.870349","212","12","2056819","2046220008","376","BX1201"
"2","COUNTRY CLUB","01  ONE FAMILY DWELLINGS","1","5480","63",,"A2","744 WILCOX AVENUE",,"10465","1","0","1","2,500","910","1920","1","A2","$332,500","01/06/2016","40.829957","-73.816467","210","13","2078234","2054800063","160","BX1002"
"2","HIGHBRIDGE/MORRIS HEIGHTS","10  COOPS - ELEVATOR APARTMENTS","2","2510","50",,"D4","1177 ANDERSON AVENUE, 3F",,"10452","0","0","0","0","0","1929","2","D4","$80,000","01/06/2016","40.836223","-73.924153","204","16","2098785","2025100050","199","BX0402"
